scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model
nonlineardeep_mlp_(no mean)_normal_KL16_130432_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,128,2,0.0001,0.35,0.32833333333333337,0.38416666666666666,0.552420634920635,0.40941031746031753,589500,5,1,100,0,0,128,2,20,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_130619_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,128,2,0.0001,0.35,0.29333333333333333,0.319,0.499059523809524,0.36480198412698417,589500,5,1,100,0,0,128,2,20,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_130800_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,128,2,0.0001,0.39,0.39666666666666667,0.4278333333333334,0.6140238095238095,0.4624535714285713,589500,5,1,100,0,0,128,2,20,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_130943_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,128,2,0.0001,0.28,0.2699999999999998,0.2976666666666664,0.4664841269841269,0.3296305555555555,765375,5,1,100,0,0,128,2,25,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_131119_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,128,2,0.0001,0.25,0.29666666666666663,0.3034999999999998,0.4079444444444444,0.32025595238095234,765375,5,1,100,0,0,128,2,25,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_131255_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,128,2,0.0001,0.34,0.2816666666666665,0.33466666666666645,0.43180952380952353,0.3511924603174602,765375,5,1,100,0,0,128,2,25,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_131437_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,128,2,0.0001,0.25,0.24166666666666664,0.29566666666666647,0.3878888888888888,0.3030047619047618,979500,5,1,100,0,0,128,2,30,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_131615_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,128,2,0.0001,0.19,0.2183333333333333,0.24433333333333312,0.3784246031746029,0.27029999999999993,979500,5,1,100,0,0,128,2,30,0,mag_phase,attention,aerca_based
nonlineardeep_mlp_(no mean)_normal_KL16_131754_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,128,2,0.0001,0.27,0.2583333333333333,0.28083333333333327,0.38974999999999993,0.30463015873015864,979500,5,1,100,0,0,128,2,30,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_131937_5_0.0001_1_window_5,nonlinear,1,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.46,0.4599999999999999,0.47149999999999986,0.618174603174603,0.49811111111111106,418471,5,0,100,0,0,64,2,20,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_132104_5_0.0001_2_window_5,nonlinear,2,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.55,0.5133333333333332,0.5073333333333332,0.6628253968253968,0.5453444444444445,418471,5,0,100,0,0,64,2,20,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_132233_5_0.0001_3_window_5,nonlinear,3,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.5,0.47,0.49616666666666653,0.6407460317460318,0.5198857142857143,418471,5,0,100,0,0,64,2,20,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_132404_5_0.0001_1_window_5,nonlinear,1,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.36,0.4016666666666667,0.4038333333333332,0.5434285714285715,0.43872261904761906,532451,5,0,100,0,0,64,2,25,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_132533_5_0.0001_2_window_5,nonlinear,2,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.4,0.33333333333333326,0.37799999999999984,0.5377142857142857,0.41630555555555554,532451,5,0,100,0,0,64,2,25,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_132702_5_0.0001_3_window_5,nonlinear,3,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.43,0.3500000000000001,0.3623333333333334,0.4815674603174605,0.3957003968253969,532451,5,0,100,0,0,64,2,25,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_132835_5_0.0001_1_window_5,nonlinear,1,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.27,0.31333333333333324,0.3369999999999998,0.4652142857142858,0.35394642857142855,659431,5,0,100,0,0,64,2,30,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_133005_5_0.0001_2_window_5,nonlinear,2,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.25,0.2899999999999999,0.32766666666666644,0.4532579365079365,0.342161111111111,659431,5,0,100,0,0,64,2,30,0,mag_phase,attention,aerca_based
nonlinearTemporalGNN_Attention_crossattn_(no mean)_normal_KL16_133137_5_0.0001_3_window_5,nonlinear,3,normal_KL,TemporalGNN_Attention_crossattn,64,2,0.0001,0.36,0.3183333333333332,0.30899999999999983,0.4737857142857144,0.36513015873015875,659431,5,0,100,0,0,64,2,30,0,mag_phase,attention,aerca_based
deep_mlp_(no mean)_normal_KL16_133313_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,64,2,0.0001,0.27,0.2849999999999999,0.3319999999999997,0.535670634920635,0.3751019841269841,122408,5,0,100,0,0,128,2,20,0,mag_phase,attention,FEDformer
deep_mlp_(no mean)_normal_KL16_133414_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,64,2,0.0001,0.28,0.3149999999999999,0.32583333333333314,0.5248571428571431,0.37241944444444447,51269,5,0,100,0,0,128,2,20,0,mag_phase,attention,iTransformer
deep_mlp_(no mean)_normal_KL16_133501_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,64,2,0.0001,0.27,0.3033333333333332,0.34883333333333316,0.5256944444444446,0.376963492063492,122408,5,0,100,0,0,128,2,20,0,mag_phase,attention,FEDformer
deep_mlp_(no mean)_normal_KL16_133556_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,64,2,0.0001,0.29,0.3199999999999999,0.3291666666666665,0.5204523809523811,0.37533611111111115,51269,5,0,100,0,0,128,2,20,0,mag_phase,attention,iTransformer
deep_mlp_(no mean)_normal_KL16_133643_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,64,2,0.0001,0.28,0.2966666666666666,0.34216666666666645,0.5445714285714288,0.37378015873015874,122408,5,0,100,0,0,128,2,20,0,mag_phase,attention,FEDformer
deep_mlp_(no mean)_normal_KL16_133737_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,64,2,0.0001,0.3,0.3116666666666666,0.33116666666666644,0.5278531746031748,0.3737206349206349,51269,5,0,100,0,0,128,2,20,0,mag_phase,attention,iTransformer
deep_mlp_(no mean)_normal_KL16_133826_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,64,2,0.0001,0.18,0.21499999999999997,0.23849999999999982,0.3720952380952379,0.26096626984126975,125938,5,0,100,0,0,128,2,25,0,mag_phase,attention,FEDformer
deep_mlp_(no mean)_normal_KL16_133924_5_0.0001_1_window_5,nonlinear,1,normal_KL,deep_mlp,64,2,0.0001,0.24,0.2,0.20799999999999982,0.3598015873015871,0.2540321428571427,51269,5,0,100,0,0,128,2,25,0,mag_phase,attention,iTransformer
deep_mlp_(no mean)_normal_KL16_134012_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,64,2,0.0001,0.17,0.2199999999999999,0.24449999999999983,0.37834920634920627,0.26503888888888877,125938,5,0,100,0,0,128,2,25,0,mag_phase,attention,FEDformer
deep_mlp_(no mean)_normal_KL16_134106_5_0.0001_2_window_5,nonlinear,2,normal_KL,deep_mlp,64,2,0.0001,0.24,0.2033333333333333,0.20549999999999982,0.36337301587301574,0.2534773809523808,51269,5,0,100,0,0,128,2,25,0,mag_phase,attention,iTransformer
deep_mlp_(no mean)_normal_KL16_134153_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,64,2,0.0001,0.19,0.23833333333333329,0.2529999999999998,0.3853531746031744,0.2753182539682538,125938,5,0,100,0,0,128,2,25,0,mag_phase,attention,FEDformer
deep_mlp_(no mean)_normal_KL16_134249_5_0.0001_3_window_5,nonlinear,3,normal_KL,deep_mlp,64,2,0.0001,0.24,0.2033333333333333,0.20549999999999982,0.3648015873015871,0.25464206349206336,51269,5,0,100,0,0,128,2,25,0,mag_phase,attention,iTransformer
